,GLCM_Pan,Mean_G,Mean_R,Mean_NIR,SD_Plan,TARGET
184,136.594595,183.190476,78.714286,444.857143,13.192969,1
185,133.238202,194.035714,83.214286,554.071429,19.811484,1
186,130.246886,183.196429,79.482143,440.267857,13.261102,1
187,140.984252,186.5,86.5,476.0,23.005095,1
188,125.521368,202.918919,88.216216,575.324324,21.08219,1
189,112.027778,211.043478,92.217391,634.434783,23.235297,1
190,118.90458,196.545455,81.606061,516.424242,26.560533,1
191,119.542955,195.309091,87.363636,519.345454,21.70737,1
192,130.511811,205.0,86.0,641.0,10.688048,1
193,136.324421,190.507042,80.774648,439.28169,15.012565,1
194,127.307544,178.061539,72.969231,352.430769,22.084378,1
195,141.554688,195.4375,86.0,492.5625,25.685523,1
196,147.547619,187.75,88.25,561.5,8.15092,1
197,117.44,194.537037,87.166667,448.962963,9.484537,1
198,126.934328,194.952381,90.619048,493.238095,24.070004,1
199,99.854167,189.222222,89.0,521.666667,18.296596,1
200,120.311757,190.4375,83.0625,431.979167,17.114606,1
201,140.255814,181.894737,75.315789,410.210526,16.079464,1
202,142.810764,187.361111,80.166667,442.944444,16.44482,1
203,148.9125,181.0,78.2,451.4,18.655026,1
204,113.1875,184.8,74.6,383.7,24.976789,1
205,137.149351,186.413793,80.103448,392.62069,17.107967,1
206,108.139241,181.0,86.4,453.8,27.728145,1
207,137.114583,187.75,74.916667,493.083333,15.957409,1
208,133.428412,190.571429,87.375,586.053571,21.826981,1
209,100.322917,185.666667,77.0,527.0,19.995138,1
210,146.272059,187.294118,81.352941,547.411765,14.989962,1
211,133.479957,196.862069,85.293103,580.086207,15.100151,1
212,118.553903,195.529412,85.705882,505.117647,36.01672,1
213,147.21831,183.666667,84.666667,420.222222,13.112994,1
214,95.53125,197.1,87.7,565.1,18.055747,1
215,125.318052,182.863636,76.681818,449.727273,14.317027,1
216,113.943723,193.344828,86.482759,596.310345,17.279475,1
217,116.470289,194.864865,88.945946,599.432432,24.106351,1
218,134.473214,195.785714,85.357143,526.285714,26.266394,1
219,139.89557,191.7,78.4,456.3,12.666787,1
220,128.820878,177.925926,71.074074,296.055556,12.153285,1
221,120.312102,189.2,82.2,418.1,34.497681,1
222,119.885305,184.457143,81.514286,468.542857,35.333582,1
223,113.046911,253.036364,118.545455,794.927273,27.209806,1
224,140.285075,253.714286,117.190476,777.666667,23.21453,1
225,117.319298,257.027778,121.777778,756.361111,18.725272,1
226,109.487069,246.275862,122.344828,824.172414,21.578935,1
227,115.206536,251.729167,120.5,763.166667,15.326935,1
228,116.014365,254.0,124.894737,813.438597,10.788176,1
229,138.298622,256.487805,123.390244,805.902439,18.944642,1
230,141.554688,252.0,115.75,696.25,21.987212,1
231,127.266533,245.428571,114.746032,786.936508,19.686789,1
232,133.140678,228.27027,103.648649,632.756757,31.100135,1
233,118.0975,251.68,120.48,766.2,31.534261,1
234,109.46875,216.5,104.0,611.0,18.220105,1
235,135.035294,194.729167,82.979167,414.854167,17.754499,1
236,124.229167,210.333333,110.666667,457.0,17.211108,1
237,135.208955,202.618182,94.709091,388.018182,27.492725,1
238,126.718519,215.411765,102.823529,610.058824,38.795801,1
239,117.871069,198.7,82.0,433.8,18.352861,1
240,148.046875,196.75,94.125,481.0,18.389769,1
241,125.830675,216.392157,100.54902,532.137255,22.461621,1
242,134.236631,209.297872,93.382979,580.531915,28.835965,1
243,111.874346,193.666667,93.5,484.833333,28.306237,1
244,112.45,246.2,114.0,699.6,25.895173,1
245,149.75,245.0,113.5,685.5,27.5,1
246,118.09375,200.0,95.5,518.0,22.0,1
247,122.82287,237.857143,111.892857,615.714286,17.339939,1
248,140.666667,208.714286,98.142857,484.428571,15.399443,1
249,137.198413,215.625,99.125,464.625,24.020499,1
250,112.756667,184.0,79.368421,375.421053,26.515662,1
251,112.125,209.44,93.4,637.08,31.039433,1
252,109.375,202.0,82.0,302.0,16.498106,1
253,127.641272,225.364706,100.752941,669.635294,25.894126,1
254,137.100216,212.844828,95.87931,600.586207,29.689635,1
255,132.865598,196.92233,84.873786,388.747573,14.852751,1
256,108.545455,214.363636,91.636364,589.090909,13.667842,1
257,97.382979,228.388889,103.611111,674.0,7.397864,1
258,122.806667,207.973684,90.0,421.421053,17.36565,1
259,142.702381,221.181818,93.0,538.363636,11.577979,1
260,133.193717,220.333333,97.0,587.333333,12.311636,1
261,106.788288,226.714286,103.142857,674.5,26.877367,1
262,110.664557,197.5,86.5,459.0,15.994061,1
263,119.362069,223.068966,100.206897,569.517241,25.071645,1
264,143.932735,215.892857,93.464286,645.678571,31.59679,1
265,156.083333,228.0,103.0,725.0,24.828859,1
266,136.09,221.31579,98.473684,507.052632,13.461343,1
267,113.407634,223.463415,97.439024,716.170732,24.920146,1
268,124.111429,222.477273,96.772727,495.977273,18.408361,1
269,108.992857,232.666667,109.222222,763.111111,16.18384,1
270,139.43125,216.5,96.5,724.5,11.832582,1
271,127.429074,189.611111,81.425926,318.981482,18.324315,1
272,109.497024,223.571429,101.952381,645.571429,18.035113,1
273,141.204167,220.0,101.6,643.666667,37.417999,1
274,147.548173,188.789474,82.736842,302.684211,11.627411,1
275,116.603047,226.730769,103.320513,677.641026,20.671788,1
276,114.672185,194.157895,87.631579,338.421053,15.188565,1
277,140.263258,233.69697,105.181818,717.090909,33.264309,1
278,99.272152,234.6,96.8,676.0,23.551008,1
279,130.229798,192.52,88.2,367.48,13.049077,1
280,126.53125,193.05,87.35,422.1,17.321302,1
281,129.186757,224.040541,101.824324,591.95946,16.801097,1
282,121.020833,230.866667,104.266667,605.7,21.81969,1
283,96.578947,249.157895,111.263158,763.842105,20.509305,1
284,116.632143,243.257143,111.057143,705.171429,23.630212,1
285,116.429688,226.125,106.0,640.725,27.103033,1
286,132.118936,201.875,90.825,385.175,23.071573,1
287,120.274419,247.102941,117.014706,823.985294,27.25882,1
288,119.801932,229.538462,104.384615,655.076923,36.684264,1
289,113.083333,215.222222,96.222222,552.277778,25.292853,1
290,137.925197,236.6875,106.5,754.75,34.56493,1
291,139.826389,238.555556,109.111111,762.333333,45.291102,1
292,135.129199,207.506849,95.876712,414.369863,17.499098,1
293,147.454023,202.636364,96.409091,549.772727,19.930302,1
294,132.532164,219.162791,101.697674,682.511628,24.207727,1
295,139.740158,217.625,103.5,640.0,33.561278,1
296,124.538206,191.421053,79.368421,299.526316,12.291474,1
297,110.602094,207.458333,93.166667,456.125,14.414258,1
298,134.494424,203.823529,92.029412,564.617647,19.2283,1
299,156.4375,237.857143,112.714286,828.142857,19.557346,1
300,97.820513,222.2,97.4,668.8,19.466895,1
301,140.524306,224.833333,97.666667,624.111111,28.377906,1
302,132.256944,233.0,106.666667,616.333333,17.851237,1
303,146.916667,251.333333,113.2,770.933333,31.877265,1
304,136.84507,224.111111,106.444444,651.222222,22.015146,1
305,141.208955,189.823529,81.647059,279.352941,13.410991,1
306,143.430147,222.117647,95.176471,498.764706,14.971022,1
307,116.242742,206.128205,93.307692,450.628205,17.331835,1
308,158.678733,208.285714,94.5,438.071429,8.362025,1
309,127.65625,203.1,88.5,420.5,39.226139,1
310,134.90625,221.4,100.0,613.8,14.393054,1
311,103.179688,215.25,98.25,566.25,28.312707,1
312,119.342342,227.571429,106.714286,717.857143,28.60498,1
313,138.810289,222.48718,100.0,581.282051,34.073537,1
314,114.990234,213.78125,91.40625,587.6875,31.783447,1
315,137.550512,203.511628,86.116279,431.976744,19.066874,1
316,134.919643,206.142857,89.095238,480.428571,12.692777,1
317,113.673077,205.307692,95.692308,550.076923,22.102772,1
318,100.2375,214.6,100.4,603.8,11.625833,1
319,116.589372,219.538462,90.461538,559.346154,20.474548,1
320,126.828125,232.75,101.25,636.75,19.702474,1
321,106.942935,252.478261,114.086957,792.26087,14.37573,1
322,125.490628,255.31579,118.701754,814.719298,21.553644,1
323,140.539773,243.636364,105.545455,749.818182,37.55987,1
324,112.101563,236.5,103.0,742.5,17.059524,1
325,143.20625,207.2,87.4,413.4,15.286923,1
326,128.585302,201.604167,94.666667,454.645833,20.63758,1
327,117.256623,242.868421,112.526316,798.5,11.036737,1
328,123.344444,208.235294,92.352941,474.764706,39.021509,1
329,155.0625,220.0,98.0,555.0,10.498677,1
330,113.591346,216.153846,90.0,474.538462,27.013256,1
331,113.816177,218.235294,103.294118,655.058824,16.897411,1
332,126.119247,231.533333,110.9,735.066667,15.510713,1
333,138.880711,209.56,89.96,526.44,29.728101,1
334,137.637387,192.75,85.464286,426.214286,15.259783,1
335,115.024039,226.423077,101.384615,709.615385,27.135099,1
336,148.9625,220.6,99.8,663.2,18.11077,1
337,132.801471,203.0,85.769231,451.730769,10.248178,1
338,120.516667,217.533333,104.066667,463.6,12.354756,1
339,139.221545,196.580645,83.548387,444.419355,17.285026,1
340,115.064039,214.784314,98.921569,662.235294,33.233865,1
341,129.288703,217.866667,106.6,585.4,16.913374,1
342,121.941406,207.0625,96.8125,637.75,18.753229,1
343,114.584992,229.341463,104.048781,683.365854,27.290492,1
344,140.614286,210.5,92.590909,564.5,30.27672,1
345,138.664557,210.0,99.0,657.0,42.203791,1
346,134.667279,225.470588,100.294118,654.470588,29.77216,1
347,118.0625,195.4,85.8,489.0,15.551206,1
348,160.0625,237.666667,107.0,771.333333,18.660713,1
349,88.991071,218.428571,103.285714,617.0,9.007933,1
350,132.705357,214.857143,99.357143,581.5,31.911549,1
351,131.376175,222.35,102.8,621.75,41.419681,1
352,112.572864,217.28,103.08,651.0,29.190519,1
353,121.036842,215.958333,101.25,617.625,23.55888,1
354,129.471875,206.0,93.55,570.05,24.914052,1
355,111.995816,229.4,100.8,632.066667,18.585538,1
356,129.131944,231.222222,104.0,552.555556,7.959775,1
357,136.326389,218.555556,99.111111,712.777778,16.99092,1
358,132.195822,246.875,110.875,804.875,20.572366,1
359,135.519298,200.444444,90.805556,515.888889,12.661427,1
360,122.911392,203.0,91.0,517.0,26.069906,1
361,113.088136,236.0,100.789474,726.421053,17.156603,1
362,140.36,219.363636,99.454545,615.954546,33.725067,1
363,118.434783,213.37931,99.275862,641.724138,28.063161,1
364,132.553719,208.73913,94.304348,583.391304,20.604384,1
365,156.586806,250.0,117.5,811.777778,9.249625,1
366,126.867868,218.238095,102.0,663.571429,32.206181,1
367,99.458333,245.222222,117.777778,788.333333,6.707284,1
368,156.291139,215.5,97.9,619.6,12.835887,1
369,131.71875,219.5,96.25,653.25,30.855735,1
370,138.806818,202.0,86.545455,447.0,27.215888,1
371,117.029268,194.461539,82.769231,441.230769,46.74949,1
372,105.671875,229.166667,104.833333,791.0,21.29293,1
373,133.851429,236.409091,107.681818,796.227273,28.97163,1
374,133.446875,210.95,90.3,559.45,31.371125,1
375,109.456842,209.1,94.5,562.666667,25.522191,1
376,140.904459,195.3,85.7,498.0,12.924686,1
377,130.979167,220.916667,99.083333,649.25,16.694976,1
378,123.825719,218.297297,99.837838,650.783784,24.95527,1
379,138.95625,209.6,96.2,508.4,11.685889,1
380,130.691083,237.135593,112.237288,786.40678,23.919993,1
381,105.644886,242.818182,112.181818,762.0,35.861994,1
382,137.092308,205.886793,90.792453,562.226415,24.130903,1
383,111.964567,199.8125,90.875,520.5625,29.570295,1
384,138.954286,211.272727,91.363636,549.636364,24.553534,1
385,141.5625,214.25,101.1,717.3,36.641882,1
386,109.584838,234.771429,110.628571,819.685714,19.55768,1
387,113.553763,234.357143,103.585714,723.457143,30.281364,1
388,110.563158,235.5,101.333333,774.333333,16.697472,1
389,126.234197,239.0,106.704918,778.754098,20.083714,1
390,141.559055,201.0,86.0,467.5,27.800348,1
391,138.14346,186.8,83.8,351.0,15.887941,1
392,141.380392,211.875,96.25,621.9375,15.77961,1
393,124.664063,222.916667,102.083333,764.583333,29.607033,1
394,143.614224,240.62069,105.655172,742.034483,43.262108,1
395,101.7,227.0,105.0,697.0,38.581861,1
396,122.045113,217.96,100.2,617.28,19.179739,1
397,111.024457,238.913044,108.695652,777.695652,21.193144,1
398,144.161458,187.666667,88.833333,422.75,16.690608,1
399,147.126214,239.846154,104.884615,804.423077,24.183715,1
400,135.347305,193.047619,91.333333,459.0,17.743192,1
401,122.050544,246.382716,113.938272,851.407407,23.537638,1
402,125.6875,232.636364,104.545455,700.727273,15.131381,1
403,142.708333,235.481482,106.259259,702.555556,28.71572,1
404,141.536023,217.272727,98.136364,572.181818,7.965836,1
405,137.091667,229.666667,106.333333,724.333333,29.475112,1
406,114.165354,235.25,105.125,747.375,34.619302,1
407,138.456522,218.478261,97.173913,666.26087,27.873669,1
408,115.731436,235.333333,107.921569,728.333333,27.26555,1
409,123.901563,225.0,100.7,594.65,25.822035,1
410,108.962791,231.814815,107.444444,713.444444,21.90383,1
411,117.817742,235.358974,111.282051,873.25641,21.863061,1
412,121.302083,225.5,102.166667,773.333333,32.304111,1
413,124.345875,223.084211,100.010526,665.105263,25.583703,1
414,132.021127,221.444444,103.0,764.0,24.117511,1
415,122.992443,244.08,111.32,732.4,20.351865,1
416,142.229167,238.166667,113.166667,917.5,12.535505,1
417,134.298913,214.130435,95.956522,629.565217,31.05815,1
418,124.96063,204.0,97.5,498.0,13.056967,1
419,89.0875,230.0,99.8,739.2,10.244999,1
420,128.023904,243.0,112.25,827.5,14.857132,1
421,133.053812,216.285714,102.571429,537.142857,20.779822,1
422,127.483193,242.4,110.266667,785.133333,25.690119,1
423,152.652778,231.222222,111.0,778.888889,22.19832,1
424,123.067633,233.884615,111.346154,789.653846,23.73909,1
425,145.615385,243.615385,115.923077,816.461539,29.460434,1
426,114.512195,229.277778,107.333333,743.166667,25.430855,1
427,153.492188,208.75,91.0,501.75,15.791117,1
428,141.910714,232.0,100.428571,679.142857,39.178816,1
429,148.895833,229.0,106.0,751.0,30.097988,1
430,138.809091,237.142857,108.285714,737.857143,34.882309,1
431,143.009615,216.307692,106.923077,537.076923,27.25097,1
432,150.535714,223.142857,101.285714,655.428571,27.776807,1
433,115.526786,211.0,91.0,465.0,37.748902,1
434,119.296875,229.166667,108.083333,660.25,34.223124,1
435,137.789063,218.0,93.25,543.75,13.105342,1
436,126.989583,214.4,98.566667,563.1,31.169429,1
437,144.955357,216.857143,99.571429,622.142857,24.670585,1
438,124.335958,235.666667,115.125,642.125,26.936654,1
439,113.971154,231.115385,104.769231,670.884615,32.243343,1
440,130.598214,217.028571,91.314286,560.657143,24.124169,1
441,109.804167,226.333333,102.466667,662.333333,17.114516,1
442,145.46875,219.2,105.8,695.8,15.18025,1
443,136.238739,224.571429,100.857143,664.142857,22.712039,1
444,165.197183,218.111111,98.0,655.888889,22.420229,1
445,157.859375,215.5,91.75,571.75,15.204851,1
446,116.31087,210.137931,89.793103,574.241379,22.33546,1
447,94.125,247.0,123.0,865.0,14.153916,1
448,145.177966,218.466667,102.4,571.533333,27.516783,1
449,71.71875,209.0,97.0,565.0,7.0,1
450,112.691194,225.961539,102.423077,666.673077,34.046544,1
451,108.59375,232.9,99.5,671.2,30.450616,1
452,131.838624,227.642105,104.505263,655.747368,23.553699,1
453,142.340278,212.0,86.666667,552.888889,30.730258,1
454,139.855856,217.857143,90.857143,569.857143,31.998166,1
455,110.215278,220.166667,105.5,671.666667,18.268235,1
456,148.625,221.0,98.142857,663.285714,30.347646,1
457,105.872549,220.769231,101.769231,686.538462,27.062933,1
458,137.45,228.2,105.9,659.4,20.596116,1
459,117.477941,212.411765,104.470588,611.117647,34.979777,1
460,131.053812,244.428571,117.857143,767.785714,13.035274,1
461,137.283019,239.0,117.0,709.1,37.157637,1
462,134.61747,211.571429,94.190476,626.095238,19.419933,1
463,119.13089,232.583333,110.333333,675.166667,26.568962,1
464,127.562217,229.063063,101.153153,764.126126,28.529655,1
465,120.711634,247.392157,111.333333,851.313726,16.899527,1
466,129.458667,215.808511,97.468085,589.829787,24.589578,1
467,129.425183,184.721154,81.221154,373.307692,19.061515,1
468,140.295775,184.037037,75.925926,291.962963,9.052658,1
469,142.495413,210.428571,93.285714,543.142857,24.31259,1
470,140.409091,225.666667,109.111111,690.111111,29.514382,1
471,138.963542,207.291667,90.625,472.25,21.200064,1
472,138.900612,208.292683,93.829268,503.365854,23.39847,1
473,131.142558,195.1,88.366667,461.4,24.221868,1
474,114.901042,212.166667,102.5,560.666667,27.213533,1
475,120.801508,216.4,98.36,613.92,31.756574,1
476,129.130208,221.944444,99.944444,651.611111,22.772357,1
477,113.259868,217.631579,96.921053,562.026316,24.957582,1
478,149.822917,223.416667,102.166667,610.416667,21.975365,1
479,105.8125,198.0,83.0,413.0,12.218181,1
480,126.981584,201.647059,89.382353,487.235294,19.787889,1
481,138.384091,206.178571,98.642857,527.821429,18.545414,1
482,126.676667,202.736842,89.315789,495.0,22.799013,1
483,126.675325,230.724138,104.465517,720.086207,18.333165,1
484,142.10733,207.625,91.541667,510.833333,17.502331,1
485,120.898389,205.372549,97.666667,533.27451,16.165831,1
486,122.988235,206.418605,91.790698,590.790698,25.471455,1
487,105.365,211.36,95.8,620.32,20.356581,1
488,114.117801,211.75,96.458333,557.5,21.466382,1
489,143.641577,206.8,92.171429,528.942857,25.764871,1
490,133.828571,202.909091,95.909091,508.545455,15.473251,1
491,167.9125,213.0,88.0,639.0,8.109254,1
492,129.122596,215.769231,94.846154,657.538462,17.448699,1
493,124.102362,208.8125,92.0625,587.1875,17.432011,1
494,124.888014,232.236111,107.138889,721.333333,21.601179,1
495,135.6875,208.428571,92.857143,584.142857,15.211435,1
